,#,Jugadores,Min,Pts,TC,2 Pts,3 Pts,TL,REBO,REBD,REB,AST,FP,TO,ROB,BLQ,+/-,EFF,TCc,TCi,2Pc,2Pi,3Pc,3Pi,TLc,TLi,game,Res,PTS_OPP,TCi_OPP,TCc_OPP,2Pi_OPP,2Pc_OPP,3Pi_OPP,3Pc_OPP,TLi_OPP,TLc_OPP,RO_OPP,RD_OPP,AST_OPP,TO_OPP,ROB_OPP,FP_OPP
13,Totales,Puerto Rico,200,102.0,34/61  55.7%,23/35  65.7%,11/26  42.3%,23/29  79.3%,5.0,29.0,34.0,20.0,21.0,14.0,7.0,4.0,5,118,34.0,61.0,23.0,35.0,11.0,26.0,23.0,29.0,/es/basketballworldcup/2023/game/0109/República-Dominicana-Puerto-Rico,1.0,97.0,73.0,34.0,45.0,23.0,28.0,11.0,23.0,18.0,11.0,26.0,22.0,9.0,5.0,23.0
13,Totales,Eslovenia,200,91.0,32/68  47.1%,19/26  73.1%,13/42  31%,14/17  82.4%,9.0,30.0,39.0,23.0,26.0,12.0,7.0,2.0,11,111,32.0,68.0,19.0,26.0,13.0,42.0,14.0,17.0,/es/basketballworldcup/2023/game/0109/Slovenia-Australia,1.0,80.0,62.0,27.0,38.0,19.0,24.0,8.0,23.0,18.0,6.0,25.0,15.0,13.0,6.0,21.0
13,Totales,Australia,200,80.0,27/62  43.5%,19/38  50%,8/24  33.3%,18/23  78.3%,6,25,31,15.0,21,13,6.0,2.0,-11.0,79.0,27.0,62.0,19.0,38.0,8.0,24.0,18.0,23.0,/es/basketballworldcup/2023/game/0109/Slovenia-Australia,0.0,91.0,68.0,32.0,26.0,19.0,42.0,13.0,17.0,14.0,9.0,30.0,23.0,12.0,7.0,26.0
13,Totales,Lituania,200,92.0,33/53  62.3%,18/29  62.1%,15/24  62.5%,11/13  84.6%,7,27,34,25.0,18,13,3.0,5.0,25.0,121.0,33.0,53.0,18.0,29.0,15.0,24.0,11.0,13.0,/es/basketballworldcup/2023/game/0109/Lithuania-Greece,1.0,67.0,64.0,23.0,33.0,13.0,31.0,10.0,13.0,11.0,11.0,15.0,11.0,9.0,7.0,18.0
13,Totales,Grecia,200,67.0,23/64  35.9%,13/33  39.4%,10/31  32.3%,11/13  84.6%,11.0,15.0,26.0,11.0,18.0,9.0,7.0,1.0,-25,62,23.0,64.0,13.0,33.0,10.0,31.0,11.0,13.0,/es/basketballworldcup/2023/game/0109/Lithuania-Greece,0.0,92.0,53.0,33.0,29.0,18.0,24.0,15.0,13.0,11.0,7.0,27.0,25.0,13.0,3.0,18.0
13,Totales,Canadá,200,65.0,21/63  33.3%,13/33  39.4%,8/30  26.7%,15/17  88.2%,13.0,24.0,37.0,10.0,20.0,9.0,2.0,3.0,-4,63,21.0,63.0,13.0,33.0,8.0,30.0,15.0,17.0,/es/basketballworldcup/2023/game/0109/Canadá-Brasil,0.0,69.0,63.0,25.0,36.0,20.0,27.0,5.0,16.0,14.0,14.0,29.0,17.0,9.0,6.0,17.0
13,Totales,Brasil,200,69.0,25/63  39.7%,20/36  55.6%,5/27  18.5%,14/16  87.5%,14.0,29.0,43.0,17.0,17.0,9.0,6.0,4.0,4,89,25.0,63.0,20.0,36.0,5.0,27.0,14.0,16.0,/es/basketballworldcup/2023/game/0109/Canadá-Brasil,1.0,65.0,63.0,21.0,33.0,13.0,30.0,8.0,17.0,15.0,13.0,24.0,10.0,9.0,2.0,20.0
13,Totales,Finlandia,200,90.0,32/61  52.5%,22/34  64.7%,10/27  37%,16/17  94.1%,12.0,23.0,35.0,25.0,9.0,13.0,5.0,4.0,15,112,32.0,61.0,22.0,34.0,10.0,27.0,16.0,17.0,/es/basketballworldcup/2023/game/0209/Finland-Venezuela,1.0,75.0,65.0,29.0,33.0,14.0,32.0,15.0,4.0,2.0,12.0,16.0,18.0,17.0,6.0,19.0
13,Totales,Venezuela,200,75.0,29/65  44.6%,14/33  42.4%,15/32  46.9%,2/4  50%,12.0,16.0,28.0,18.0,19.0,17.0,6.0,3.0,-15,76,29.0,65.0,14.0,33.0,15.0,32.0,2.0,4.0,/es/basketballworldcup/2023/game/0209/Finland-Venezuela,0.0,90.0,61.0,32.0,34.0,22.0,27.0,10.0,17.0,16.0,12.0,23.0,25.0,13.0,5.0,9.0
13,Totales,Angola,200,78.0,24/76  31.6%,15/37  40.5%,9/39  23.1%,21/29  72.4%,25.0,19.0,44.0,18.0,25.0,10.0,6.0,2.0,-23,68,24.0,76.0,15.0,37.0,9.0,39.0,21.0,29.0,/es/basketballworldcup/2023/game/0209/Angola-South-Sudan,0.0,101.0,61.0,33.0,38.0,24.0,23.0,9.0,33.0,26.0,10.0,31.0,26.0,11.0,5.0,26.0
13,Totales,Sudán del Sur,200,101.0,33/61  54.1%,24/38  63.2%,9/23  39.1%,26/33  78.8%,10.0,31.0,41.0,26.0,26.0,11.0,5.0,9.0,23,131,33.0,61.0,24.0,38.0,9.0,23.0,26.0,33.0,/es/basketballworldcup/2023/game/0209/Angola-South-Sudan,1.0,78.0,76.0,24.0,37.0,15.0,39.0,9.0,29.0,21.0,25.0,19.0,18.0,10.0,6.0,25.0
13,Totales,Nueva Zelanda,200,88.0,26/63  41.3%,19/38  50%,7/25  28%,29/36  80.6%,14,26,40,20.0,22,12,8.0,3.0,2.0,98.0,26.0,63.0,19.0,38.0,7.0,25.0,29.0,36.0,/es/basketballworldcup/2023/game/0209/New-Zealand-Egypt,1.0,86.0,71.0,33.0,46.0,26.0,25.0,7.0,24.0,13.0,16.0,25.0,19.0,13.0,7.0,27.0
13,Totales,Egipto,200,86.0,33/71  46.5%,26/46  56.5%,7/25  28%,13/24  54.2%,16,25,41,19.0,27,13,7.0,5.0,-2.0,92.0,33.0,71.0,26.0,46.0,7.0,25.0,13.0,24.0,/es/basketballworldcup/2023/game/0209/New-Zealand-Egypt,0.0,88.0,63.0,26.0,38.0,19.0,25.0,7.0,36.0,29.0,14.0,26.0,20.0,12.0,8.0,22.0
13,Totales,Costa de Marfil,200,77.0,28/68  41.2%,17/44  38.6%,11/24  45.8%,10/13  76.9%,11.0,24.0,35.0,18.0,22.0,17.0,12.0,1.0,-10,83,28.0,68.0,17.0,44.0,11.0,24.0,10.0,13.0,/es/basketballworldcup/2023/game/0209/Cote-d-Ivoire-France,0.0,87.0,59.0,31.0,30.0,20.0,29.0,11.0,24.0,14.0,10.0,31.0,26.0,17.0,11.0,14.0
13,Totales,Francia,200,87.0,31/59  52.5%,20/30  66.7%,11/29  37.9%,14/24  58.3%,10.0,31.0,41.0,26.0,14.0,17.0,11.0,6.0,10,114,31.0,59.0,20.0,30.0,11.0,29.0,14.0,24.0,/es/basketballworldcup/2023/game/0209/Cote-d-Ivoire-France,1.0,77.0,68.0,28.0,44.0,17.0,24.0,11.0,13.0,10.0,11.0,24.0,18.0,17.0,12.0,22.0
13,Totales,Japón,200,80.0,28/62  45.2%,16/30  53.3%,12/32  37.5%,12/13  92.3%,5.0,28.0,33.0,24.0,13.0,14.0,6.0,6.0,9,98,28.0,62.0,16.0,30.0,12.0,32.0,12.0,13.0,/es/basketballworldcup/2023/game/0209/Japón-Cabo-Verde,1.0,71.0,73.0,28.0,46.0,21.0,27.0,7.0,13.0,8.0,18.0,28.0,15.0,15.0,8.0,17.0
13,Totales,Cabo Verde,200,71.0,28/73  38.4%,21/46  45.7%,7/27  25.9%,8/13  61.5%,18.0,28.0,46.0,15.0,17.0,15.0,8.0,5.0,-9,78,28.0,73.0,21.0,46.0,7.0,27.0,8.0,13.0,/es/basketballworldcup/2023/game/0209/Japón-Cabo-Verde,0.0,80.0,62.0,28.0,30.0,16.0,32.0,12.0,13.0,12.0,5.0,28.0,24.0,14.0,6.0,13.0
13,Totales,Filipinas,200,96.0,35/72  48.6%,26/42  61.9%,9/30  30%,17/22  77.3%,13.0,33.0,46.0,18.0,17.0,9.0,7.0,3.0,21,112,35.0,72.0,26.0,42.0,9.0,30.0,17.0,22.0,/es/basketballworldcup/2023/game/0209/Filipinas-China,1.0,75.0,62.0,26.0,40.0,21.0,22.0,5.0,20.0,18.0,5.0,26.0,18.0,11.0,4.0,19.0
13,Totales,China,200,75.0,26/62  41.9%,21/40  52.5%,5/22  22.7%,18/20  90%,5.0,26.0,31.0,18.0,19.0,11.0,4.0,0.0,-21,78,26.0,62.0,21.0,40.0,5.0,22.0,18.0,20.0,/es/basketballworldcup/2023/game/0209/Filipinas-China,0.0,96.0,72.0,35.0,42.0,26.0,30.0,9.0,22.0,17.0,13.0,33.0,18.0,9.0,7.0,17.0
13,Totales,Jordania,200,80.0,25/61  41%,19/37  51.4%,6/24  25%,24/35  68.6%,10.0,20.0,30.0,22.0,20.0,13.0,10.0,2.0,-13,83,25.0,61.0,19.0,37.0,6.0,24.0,24.0,35.0,/es/basketballworldcup/2023/game/0209/Jordan-Mexico,0.0,93.0,63.0,31.0,35.0,19.0,28.0,12.0,24.0,19.0,12.0,30.0,21.0,15.0,7.0,24.0
13,Totales,México,200,93.0,31/63  49.2%,19/35  54.3%,12/28  42.9%,19/24  79.2%,12.0,30.0,42.0,21.0,24.0,15.0,7.0,1.0,13,106,31.0,63.0,19.0,35.0,12.0,28.0,19.0,24.0,/es/basketballworldcup/2023/game/0209/Jordan-Mexico,1.0,80.0,61.0,25.0,37.0,19.0,24.0,6.0,35.0,24.0,10.0,20.0,22.0,13.0,10.0,20.0
13,Totales,Irán,200,73.0,25/63  39.7%,20/42  47.6%,5/21  23.8%,18/19  94.7%,9,27,36,19.0,23,12,7.0,3.0,-8.0,87.0,25.0,63.0,20.0,42.0,5.0,21.0,18.0,19.0,/es/basketballworldcup/2023/game/0209/Iran-Lebanon,0.0,81.0,60.0,26.0,37.0,17.0,23.0,9.0,27.0,20.0,9.0,29.0,22.0,10.0,6.0,24.0
13,Totales,Líbano,200,81.0,26/60  43.3%,17/37  45.9%,9/23  39.1%,20/27  74.1%,9.0,29.0,38.0,22.0,24.0,10.0,6.0,2.0,8,95,26.0,60.0,17.0,37.0,9.0,23.0,20.0,27.0,/es/basketballworldcup/2023/game/0209/Iran-Lebanon,1.0,73.0,63.0,25.0,42.0,20.0,21.0,5.0,19.0,18.0,9.0,27.0,19.0,12.0,7.0,23.0
13,Totales,Australia,200,100.0,35/66  53%,21/35  60%,14/31  45.2%,16/20  80%,7,26,33,29.0,18,15,6.0,3.0,16.0,117.0,35.0,66.0,21.0,35.0,14.0,31.0,16.0,20.0,/es/basketballworldcup/2023/game/0309/Australia-Georgia,1.0,84.0,71.0,31.0,51.0,25.0,20.0,6.0,18.0,16.0,15.0,24.0,21.0,16.0,9.0,24.0
13,Totales,Georgia,200,84.0,31/71  43.7%,25/51  49%,6/20  30%,16/18  88.9%,15.0,24.0,39.0,21.0,24.0,16.0,9.0,3.0,-16,93,31.0,71.0,25.0,51.0,6.0,20.0,16.0,18.0,/es/basketballworldcup/2023/game/0309/Australia-Georgia,0.0,100.0,66.0,35.0,35.0,21.0,31.0,14.0,20.0,16.0,7.0,26.0,29.0,15.0,6.0,18.0
13,Totales,Italia,200,73.0,30/72  41.7%,21/38  55.3%,9/34  26.5%,4/8  50%,19.0,29.0,48.0,20.0,16.0,9.0,6.0,2.0,16,92,30.0,72.0,21.0,38.0,9.0,34.0,4.0,8.0,/es/basketballworldcup/2023/game/0309/Italy-Puerto-Rico,1.0,57.0,54.0,20.0,28.0,14.0,26.0,6.0,14.0,11.0,5.0,24.0,14.0,11.0,6.0,13.0
13,Totales,Puerto Rico,200,57.0,20/54  37%,14/28  50%,6/26  23.1%,11/14  78.6%,5.0,24.0,29.0,14.0,13.0,11.0,6.0,3.0,-16,56,20.0,54.0,14.0,28.0,6.0,26.0,11.0,14.0,/es/basketballworldcup/2023/game/0309/Italy-Puerto-Rico,0.0,73.0,72.0,30.0,38.0,21.0,34.0,9.0,8.0,4.0,19.0,29.0,20.0,9.0,6.0,16.0
13,Totales,Grecia,200,69.0,26/62  41.9%,18/32  56.2%,8/30  26.7%,9/13  69.2%,11.0,21.0,32.0,18.0,23.0,14.0,5.0,3.0,-4,67,26.0,62.0,18.0,32.0,8.0,30.0,9.0,13.0,/es/basketballworldcup/2023/game/0309/Grecia-Montenegro,0.0,73.0,62.0,28.0,45.0,25.0,17.0,3.0,20.0,14.0,13.0,28.0,20.0,12.0,8.0,23.0
13,Totales,Montenegro,200,73.0,28/62  45.2%,25/45  55.6%,3/17  17.6%,14/20  70%,13.0,28.0,41.0,20.0,23.0,12.0,8.0,0.0,4,89,28.0,62.0,25.0,45.0,3.0,17.0,14.0,20.0,/es/basketballworldcup/2023/game/0309/Grecia-Montenegro,1.0,69.0,62.0,26.0,32.0,18.0,30.0,8.0,13.0,9.0,11.0,21.0,18.0,14.0,5.0,23.0
13,Totales,Brasil,200,84.0,29/64  45.3%,22/40  55%,7/24  29.2%,19/24  79.2%,13.0,23.0,36.0,21.0,19.0,11.0,2.0,1.0,-20,90,29.0,64.0,22.0,40.0,7.0,24.0,19.0,24.0,/es/basketballworldcup/2023/game/0309/Brasil-Letonia,0.0,104.0,66.0,38.0,33.0,22.0,33.0,16.0,12.0,12.0,5.0,21.0,24.0,6.0,3.0,24.0
13,Totales,Letonia,200,104.0,38/66  57.6%,22/33  66.7%,16/33  48.5%,12/12  100%,5.0,21.0,26.0,24.0,24.0,6.0,3.0,3.0,20,125,38.0,66.0,22.0,33.0,16.0,33.0,12.0,12.0,/es/basketballworldcup/2023/game/0309/Brasil-Letonia,1.0,84.0,64.0,29.0,40.0,22.0,24.0,7.0,24.0,19.0,13.0,23.0,21.0,11.0,2.0,19.0
13,Totales,Alemania,200,100.0,35/64  54.7%,20/33  60.6%,15/31  48.4%,15/17  88.2%,9.0,30.0,39.0,26.0,20.0,14.0,9.0,3.0,29,131,35.0,64.0,20.0,33.0,15.0,31.0,15.0,17.0,/es/basketballworldcup/2023/game/0309/Germany-Slovenia,1.0,71.0,61.0,25.0,29.0,18.0,32.0,7.0,21.0,14.0,8.0,20.0,19.0,13.0,8.0,20.0
13,Totales,Eslovenia,200,71.0,25/61  41%,18/29  62.1%,7/32  21.9%,14/21  66.7%,8.0,20.0,28.0,19.0,20.0,13.0,8.0,1.0,-29,67,25.0,61.0,18.0,29.0,7.0,32.0,14.0,21.0,/es/basketballworldcup/2023/game/0309/Germany-Slovenia,0.0,100.0,64.0,35.0,33.0,20.0,31.0,15.0,17.0,15.0,9.0,30.0,26.0,14.0,9.0,20.0
13,Totales,República Dominicana,200,79.0,27/63  42.9%,16/34  47.1%,11/29  37.9%,14/14  100%,8.0,17.0,25.0,17.0,20.0,21.0,5.0,2.0,-33,69,27.0,63.0,16.0,34.0,11.0,29.0,14.0,14.0,/es/basketballworldcup/2023/game/0309/República-Dominicana-Serbia,0.0,112.0,66.0,43.0,41.0,35.0,25.0,8.0,25.0,18.0,5.0,27.0,30.0,12.0,11.0,15.0
13,Totales,Serbia,200,112.0,43/66  65.2%,35/41  85.4%,8/25  32%,18/25  72%,5.0,27.0,32.0,30.0,15.0,12.0,11.0,3.0,33,146,43.0,66.0,35.0,41.0,8.0,25.0,18.0,25.0,/es/basketballworldcup/2023/game/0309/República-Dominicana-Serbia,1.0,79.0,63.0,27.0,34.0,16.0,29.0,11.0,14.0,14.0,8.0,17.0,17.0,21.0,5.0,20.0
13,Totales,USA,200,104.0,39/73  53.4%,28/44  63.6%,11/29  37.9%,15/19  78.9%,9,18,27,26.0,27,12,8.0,7.0,-6.0,120.0,39.0,73.0,28.0,44.0,11.0,29.0,15.0,19.0,/es/basketballworldcup/2023/game/0309/USA-Lithuania,0.0,110.0,72.0,38.0,47.0,24.0,25.0,14.0,25.0,20.0,18.0,25.0,23.0,19.0,7.0,25.0
13,Totales,Lituania,200,110.0,38/72  52.8%,24/47  51.1%,14/25  56%,20/25  80%,18.0,25.0,43.0,23.0,25.0,19.0,7.0,2.0,6,124,38.0,72.0,24.0,47.0,14.0,25.0,20.0,25.0,/es/basketballworldcup/2023/game/0309/USA-Lithuania,1.0,104.0,73.0,39.0,44.0,28.0,29.0,11.0,19.0,15.0,9.0,18.0,26.0,12.0,8.0,27.0
13,Totales,España,200,85.0,29/62  46.8%,20/36  55.6%,9/26  34.6%,18/20  90%,11.0,21.0,32.0,28.0,28.0,14.0,7.0,4.0,-3,101,29.0,62.0,20.0,36.0,9.0,26.0,18.0,20.0,/es/basketballworldcup/2023/game/0309/España-Canadá,0.0,88.0,57.0,28.0,33.0,17.0,24.0,11.0,25.0,21.0,9.0,22.0,18.0,15.0,6.0,22.0
13,Totales,Canadá,200,88.0,28/57  49.1%,17/33  51.5%,11/24  45.8%,21/25  84%,9.0,22.0,31.0,18.0,22.0,15.0,6.0,4.0,3,97,28.0,57.0,17.0,33.0,11.0,24.0,21.0,25.0,/es/basketballworldcup/2023/game/0309/España-Canadá,1.0,85.0,62.0,29.0,36.0,20.0,26.0,9.0,20.0,18.0,11.0,21.0,28.0,14.0,7.0,28.0
13,Totales,Lituania,200,68.0,24/56  42.9%,15/28  53.6%,9/28  32.1%,11/15  73.3%,8.0,20.0,28.0,21.0,19.0,15.0,3.0,2.0,-19,71,24.0,56.0,15.0,28.0,9.0,28.0,11.0,15.0,/es/basketballworldcup/2023/game/0509/Lituania-Serbia,0.0,87.0,60.0,33.0,38.0,24.0,22.0,9.0,18.0,12.0,9.0,24.0,23.0,8.0,9.0,21.0
13,Totales,Serbia,200,87.0,33/60  55%,24/38  63.2%,9/22  40.9%,12/18  66.7%,9.0,24.0,33.0,23.0,21.0,8.0,9.0,1.0,19,112,33.0,60.0,24.0,38.0,9.0,22.0,12.0,18.0,/es/basketballworldcup/2023/game/0509/Lituania-Serbia,1.0,68.0,56.0,24.0,28.0,15.0,28.0,9.0,15.0,11.0,8.0,20.0,21.0,15.0,3.0,19.0
13,Totales,Italia,200,63.0,23/75  30.7%,16/37  43.2%,7/38  18.4%,10/13  76.9%,9,24,33,18.0,17,14,10.0,2.0,-37.0,55.0,23.0,75.0,16.0,37.0,7.0,38.0,10.0,13.0,/es/basketballworldcup/2023/game/0509/Italia-USA,0.0,100.0,67.0,36.0,31.0,19.0,36.0,17.0,15.0,11.0,8.0,43.0,22.0,19.0,7.0,17.0
13,Totales,USA,200,100.0,36/67  53.7%,19/31  61.3%,17/36  47.2%,11/15  73.3%,8,43,51,22.0,17,19,7.0,6.0,37.0,129.0,36.0,67.0,19.0,31.0,17.0,36.0,11.0,15.0,/es/basketballworldcup/2023/game/0509/Italia-USA,1.0,63.0,75.0,23.0,37.0,16.0,38.0,7.0,13.0,10.0,9.0,24.0,18.0,14.0,10.0,17.0
13,Totales,Alemania,200,81.0,28/70  40%,20/44  45.5%,8/26  30.8%,17/19  89.5%,14.0,28.0,42.0,10.0,17.0,8.0,7.0,0.0,2,87,28.0,70.0,20.0,44.0,8.0,26.0,17.0,19.0,/es/basketballworldcup/2023/game/0609/Alemania-Letonia,1.0,79.0,65.0,29.0,31.0,16.0,34.0,13.0,10.0,8.0,6.0,29.0,19.0,10.0,5.0,19.0
13,Totales,Letonia,200,79.0,29/65  44.6%,16/31  51.6%,13/34  38.2%,8/10  80%,6.0,29.0,35.0,19.0,19.0,10.0,5.0,3.0,-2,90,29.0,65.0,16.0,31.0,13.0,34.0,8.0,10.0,/es/basketballworldcup/2023/game/0609/Alemania-Letonia,0.0,81.0,70.0,28.0,44.0,20.0,26.0,8.0,19.0,17.0,14.0,28.0,10.0,8.0,7.0,17.0
13,Totales,Canadá,200,100.0,31/61  50.8%,20/31  64.5%,11/30  36.7%,27/33  81.8%,12.0,26.0,38.0,16.0,21.0,11.0,6.0,1.0,11,114,31.0,61.0,20.0,31.0,11.0,30.0,27.0,33.0,/es/basketballworldcup/2023/game/0609/Canadá-Eslovenia,1.0,89.0,66.0,29.0,35.0,14.0,31.0,15.0,19.0,16.0,11.0,19.0,14.0,10.0,5.0,29.0
13,Totales,Eslovenia,200,89.0,29/66  43.9%,14/35  40%,15/31  48.4%,16/19  84.2%,11.0,19.0,30.0,14.0,29.0,10.0,5.0,0.0,-11,86,29.0,66.0,14.0,35.0,15.0,31.0,16.0,19.0,/es/basketballworldcup/2023/game/0609/Canadá-Eslovenia,0.0,100.0,61.0,31.0,31.0,20.0,30.0,11.0,33.0,27.0,12.0,26.0,16.0,11.0,6.0,21.0
13,Totales,Italia,200,82.0,30/65  46.2%,19/33  57.6%,11/32  34.4%,11/18  61.1%,14.0,20.0,34.0,21.0,15.0,12.0,9.0,1.0,-5,91,30.0,65.0,19.0,33.0,11.0,32.0,11.0,18.0,/es/basketballworldcup/2023/game/0709/Italia-Letonia,0.0,87.0,59.0,35.0,28.0,20.0,31.0,15.0,4.0,2.0,4.0,22.0,26.0,14.0,7.0,22.0
13,Totales,Letonia,200,87.0,35/59  59.3%,20/28  71.4%,15/31  48.4%,2/4  50%,4.0,22.0,26.0,26.0,22.0,14.0,7.0,3.0,5,108,35.0,59.0,20.0,28.0,15.0,31.0,2.0,4.0,/es/basketballworldcup/2023/game/0709/Italia-Letonia,1.0,82.0,65.0,30.0,33.0,19.0,32.0,11.0,18.0,11.0,14.0,20.0,21.0,12.0,9.0,15.0
13,Totales,Lituania,200,100.0,38/64  59.4%,24/39  61.5%,14/25  56%,10/10  100%,8.0,22.0,30.0,28.0,22.0,10.0,11.0,3.0,16,132,38.0,64.0,24.0,39.0,14.0,25.0,10.0,10.0,/es/basketballworldcup/2023/game/0709/Lituania-Eslovenia,1.0,84.0,61.0,23.0,21.0,8.0,40.0,15.0,28.0,23.0,16.0,18.0,12.0,14.0,8.0,18.0
13,Totales,Eslovenia,200,84.0,23/61  37.7%,8/21  38.1%,15/40  37.5%,23/28  82.1%,16.0,18.0,34.0,12.0,18.0,14.0,8.0,1.0,-16,81,23.0,61.0,8.0,21.0,15.0,40.0,23.0,28.0,/es/basketballworldcup/2023/game/0709/Lituania-Eslovenia,0.0,100.0,64.0,38.0,39.0,24.0,25.0,14.0,10.0,10.0,8.0,22.0,28.0,10.0,11.0,22.0
13,Totales,Serbia,200,95.0,36/58  62.1%,27/38  71.1%,9/20  45%,14/20  70%,10.0,23.0,33.0,18.0,22.0,17.0,8.0,2.0,9,106,36.0,58.0,27.0,38.0,9.0,20.0,14.0,20.0,/es/basketballworldcup/2023/game/0809/Serbia-Canadá,1.0,86.0,56.0,27.0,29.0,17.0,27.0,10.0,27.0,22.0,7.0,15.0,18.0,13.0,9.0,25.0
13,Totales,Canadá,200,86.0,27/56  48.2%,17/29  58.6%,10/27  37%,22/27  81.5%,7,15,22,18.0,25,13,9.0,2.0,-9.0,88.0,27.0,56.0,17.0,29.0,10.0,27.0,22.0,27.0,/es/basketballworldcup/2023/game/0809/Serbia-Canadá,0.0,95.0,58.0,36.0,38.0,27.0,20.0,9.0,20.0,14.0,10.0,23.0,18.0,17.0,8.0,22.0
13,Totales,USA,200,111.0,38/65  58.5%,26/40  65%,12/25  48%,23/24  95.8%,7.0,21.0,28.0,25.0,17.0,9.0,6.0,5.0,-2,136,38.0,65.0,26.0,40.0,12.0,25.0,23.0,24.0,/es/basketballworldcup/2023/game/0809/USA-Alemania,0.0,113.0,71.0,41.0,41.0,28.0,30.0,13.0,22.0,18.0,12.0,18.0,30.0,10.0,5.0,21.0
13,Totales,Alemania,200,113.0,41/71  57.7%,28/41  68.3%,13/30  43.3%,18/22  81.8%,12.0,18.0,30.0,30.0,21.0,10.0,5.0,3.0,2,133,41.0,71.0,28.0,41.0,13.0,30.0,18.0,22.0,/es/basketballworldcup/2023/game/0809/USA-Alemania,1.0,111.0,65.0,38.0,40.0,26.0,25.0,12.0,24.0,23.0,7.0,21.0,25.0,9.0,6.0,17.0
13,Totales,Italia,200,85.0,33/73  45.2%,23/38  60.5%,10/35  28.6%,9/10  90%,13,22,35,18.0,25,16,11.0,2.0,-4.0,90.0,33.0,73.0,23.0,38.0,10.0,35.0,9.0,10.0,/es/basketballworldcup/2023/game/0909/Italy-Slovenia,0.0,89.0,53.0,27.0,24.0,14.0,29.0,13.0,28.0,22.0,6.0,26.0,18.0,18.0,5.0,17.0
13,Totales,Eslovenia,200,89.0,27/53  50.9%,14/24  58.3%,13/29  44.8%,22/28  78.6%,6.0,26.0,32.0,18.0,17.0,18.0,5.0,1.0,4,91,27.0,53.0,14.0,24.0,13.0,29.0,22.0,28.0,/es/basketballworldcup/2023/game/0909/Italy-Slovenia,1.0,85.0,73.0,33.0,38.0,23.0,35.0,10.0,10.0,9.0,13.0,22.0,18.0,16.0,11.0,25.0
13,Totales,Letonia,200,98.0,35/69  50.7%,19/37  51.4%,16/32  50%,12/18  66.7%,7.0,38.0,45.0,34.0,18.0,3.0,4.0,4.0,35,139,35.0,69.0,19.0,37.0,16.0,32.0,12.0,18.0,/es/basketballworldcup/2023/game/0909/Letonia-Lituania,1.0,63.0,69.0,24.0,43.0,19.0,26.0,5.0,20.0,10.0,11.0,28.0,11.0,6.0,1.0,18.0
13,Totales,Lituania,200,63.0,24/69  34.8%,19/43  44.2%,5/26  19.2%,10/20  50%,11.0,28.0,39.0,11.0,18.0,6.0,1.0,3.0,-35,55,24.0,69.0,19.0,43.0,5.0,26.0,10.0,20.0,/es/basketballworldcup/2023/game/0909/Letonia-Lituania,0.0,98.0,69.0,35.0,37.0,19.0,32.0,16.0,18.0,12.0,7.0,38.0,34.0,3.0,4.0,18.0
13,Totales,USA,225,118.0,42/81  51.9%,32/54  59.3%,10/27  37%,24/32  75%,15.0,28.0,43.0,21.0,21.0,14.0,6.0,3.0,-9,127,42.0,81.0,32.0,54.0,10.0,27.0,24.0,32.0,/es/basketballworldcup/2023/game/1009/USA-Canada,0.0,127.0,84.0,43.0,47.0,26.0,37.0,17.0,28.0,24.0,11.0,29.0,29.0,12.0,6.0,24.0
13,Totales,Canadá,225,127.0,43/84  51.2%,26/47  55.3%,17/37  45.9%,24/28  85.7%,11.0,29.0,40.0,29.0,24.0,12.0,6.0,5.0,9,148,43.0,84.0,26.0,47.0,17.0,37.0,24.0,28.0,/es/basketballworldcup/2023/game/1009/USA-Canada,1.0,118.0,81.0,42.0,54.0,32.0,27.0,10.0,32.0,24.0,15.0,28.0,21.0,14.0,6.0,21.0
13,Totales,Alemania,200,83.0,27/55  49.1%,20/33  60.6%,7/22  31.8%,22/25  88%,11.0,24.0,35.0,13.0,21.0,14.0,5.0,1.0,6,88,27.0,55.0,20.0,33.0,7.0,22.0,22.0,25.0,/es/basketballworldcup/2023/game/1009/Germany-Serbia,1.0,77.0,62.0,26.0,33.0,17.0,29.0,9.0,19.0,16.0,12.0,17.0,14.0,12.0,9.0,22.0
13,Totales,Serbia,200,77.0,26/62  41.9%,17/33  51.5%,9/29  31%,16/19  84.2%,12.0,17.0,29.0,14.0,22.0,12.0,9.0,2.0,-6,79,26.0,62.0,17.0,33.0,9.0,29.0,16.0,19.0,/es/basketballworldcup/2023/game/1009/Germany-Serbia,0.0,83.0,55.0,27.0,33.0,20.0,22.0,7.0,25.0,22.0,11.0,24.0,13.0,14.0,5.0,21.0
