,id,Equipo,Quinteto,PTS,FGm,FGa,2Pm,2Pa,3Pm,3Pa,1Pm,1Pa,RO,RD,RT,AST,PER,REC,BLQ,POSS,PLAYS,PJ
0,/es/basketballworldcup/2023/game/2808/Greece-USA,Grecia,"['Thomas Walkup', 'Georgios Papagiannis', 'Kostas Papanikolaou', 'Thanasis Antetokounmpo', 'Emmanouil Chatzidakis']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/2808/Greece-USA,USA,"['Mikal Bridges', 'Brandon Ingram', 'Anthony Edwards', 'Jalen Brunson', 'Jaren Jackson Jr']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/2808/Brazil-Spain,Brasil,"['Yago Santos', 'Tim Soares', 'Leonardo Meindl', 'Georginho De Paula', 'Bruno Caboclo']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/2808/Brazil-Spain,España,"['Victor Claver', 'Willy Hernangomez', 'Sergio Llull', 'Juan Nunez', 'Juancho Hernangomez']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/2908/Germany-Finland,Alemania,"['Isaac Bonga', 'Johannes Voigtmann', 'Daniel Theis', 'Dennis Schroder', 'Andreas Obst']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/2908/Germany-Finland,Finlandia,"['Miro Little', 'Sasu Salin', 'Mikael Jantunen', 'Elias Valtonen', 'Lauri Markkanen']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/2908/Angola-Dominican-Republic,Angola,"['Eduardo Francisco', 'Gerson Goncalves', 'Childe Dundao', 'Jilson Bango', 'Bruno Fernando']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/2908/Angola-Dominican-Republic,República Dominicana,"['Victor Liz', 'Andres Feliz', 'Eloy Vargas', 'LJ Figueroa', 'Karl-Anthony Towns']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/2908/Egypt-Mexico,Egipto,"['Amr Zahran', 'Ehab Amin', 'Adam Moussa', 'Anas Mahmoud', 'Patrick Gardner']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/2908/Egypt-Mexico,México,"['Fabián Jaimes', 'Paul Stoll', 'Pako Cruz', 'Gabriel Girón', 'Joshua Ibarra']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/2908/Lebanon-France,Líbano,"['Omari Rasulala Spellman', 'Karim Zeinoun', 'Sergio El Darwich', 'Ali Haidar', 'Wael Arakji']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/2908/Lebanon-France,Francia,"['Guerschon Yabusele', 'Evan Fournier', 'Nando De Colo', 'Terry Tarpey', 'Yakuba Ouattara']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/2908/Australia-Japan,Australia,"['Josh Giddey', 'Patty Mills', 'Josh Green', 'Nick Kay', 'Duop Reath']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/2908/Australia-Japan,Japón,"['Yuki Kawamura', 'Makoto Hiejima', 'Yuta Watanabe', 'Yudai Baba', 'Joshua Hawkinson']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/2908/Philippines-Italy,Filipinas,"['Jordan Clarkson', 'Kai Zachary Sotto', 'Roger Pogoy', 'Dwight Ramos', 'Ariel John Edu']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/2908/Philippines-Italy,Italia,"['Marco Spissu', 'Stefano Tonut', 'Nicolo Melli', 'Simone Fontecchio', 'Achille Polonara']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/2908/Montenegro-Lituania,Montenegro,"['Nikola Vucevic', 'Dino Radoncic', 'Marko Simonovic', 'Petar Popovic', 'Kendrick Perry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/2908/Montenegro-Lituania,Lituania,"['Margiris Normantas', 'Tadas Sedekerskis', 'Ignas Brazdeikis', 'Rokas Jokubaitis', 'Jonas Valanciunas']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/2908/Canada-Latvia,Canadá,"['Shai Gilgeous-Alexander', 'Dwight Powell', 'RJ  Barrett', 'Kelly Olynyk', 'Dillon Brooks']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/2908/Canada-Latvia,Letonia,"['Rodions Kurucs', 'Rolands Šmits', 'Andrejs Gražulis', 'Artūrs Kurucs', 'Artūrs Žagars']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/3008/South-Sudan-Serbia,Sudán del Sur,"['Nuni Omot', 'Carlik Jones', 'Kuany Ngor Kuany', 'Marial Shayok', 'Wenyen Gabriel']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/3008/South-Sudan-Serbia,Serbia,"['Nikola Jovic', 'Bogdan Bogdanovic', 'Ognjen Dobric', 'Stefan Jovic', 'Nikola Milutinov']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/3008/Georgia-Venezuela,Georgia,"['Rati Andronikashvili', 'Giorgi Shermadini', 'Duda Sanadze', 'Tornike Shengelia', 'Thaddus McFadden']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/3008/Georgia-Venezuela,Venezuela,"['Garly Sojo', 'David Cubillan', 'Pedro Chourio', 'Windi Graterol', 'Nestor Colmenares']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/3008/USA-Jordan,USA,"['Mikal Bridges', 'Anthony Edwards', 'Jalen Brunson', 'Josh Hart', 'Jaren Jackson Jr']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/3008/USA-Jordan,Jordania,"['Amin Abu Hawwas', 'Freddy Ibrahim', 'Sami Bzai', 'Rondae Hollis Jefferson', 'Ahmad Dwairi']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/3008/Cote-d-Ivoire-Brazil,Costa de Marfil,"['Bazoumana Koné', 'Amadou Sidibe', 'Maxence Dadiet', 'Cédric Bah', 'Jean Philippe Dally']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/3008/Cote-d-Ivoire-Brazil,Brasil,"['Yago Santos', 'Tim Soares', 'Leonardo Meindl', 'Georginho De Paula', 'Bruno Caboclo']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/3008/Slovenia-Cape-Verde,Eslovenia,"['Aleksej Nikolic', 'Mike Tobey', 'Zoran Dragic', 'Bine Prepelic', 'Luka Doncic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/3008/Slovenia-Cape-Verde,Cabo Verde,"['Ivan Almeida', 'Joel Almeida', 'Will Tavares', 'Betinho Gomes', 'Edy Tavares']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/3008/China-Puerto-Rico,China,"['Mingxuan Hu', 'Rui Zhao', 'Peng Zhou', 'Qi Zhou', 'Zhenlin Zhang']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/3008/China-Puerto-Rico,Puerto Rico,"['Isaiah Pineiro', 'George Conditt', 'Stephen Thompson Jr.', 'Ismael Romero', 'Tremont Waters']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/3008/Greece-New-Zealand,Grecia,"['Thomas Walkup', 'Michail Lountzis', 'Georgios Papagiannis', 'Kostas Papanikolaou', 'Thanasis Antetokounmpo']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/3008/Greece-New-Zealand,Nueva Zelanda,"['Reuben Te Rangi', 'Finn Delany', 'Shea Ili', 'Yannick Wetzell', 'Jordan Ngatai']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/3008/Iran-Spain,Irán,"['Mohammad Amini', 'Behnam Yakhchali', 'Piter Girgoorian', 'Arsalan Kazemi', 'Hasan Aliakbari']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/3008/Iran-Spain,España,"['Willy Hernangomez', 'Alex Abrines', 'Juan Nunez', 'Juancho Hernangomez', 'Joel Parra']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/3108/Cape-Verde-Finland,Cabo Verde,"['Ivan Almeida', 'Anderson Correia', 'Will Tavares', 'Betinho Gomes', 'Edy Tavares']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/3108/Cape-Verde-Finland,Finlandia,"['Miro Little', 'Sasu Salin', 'Mikael Jantunen', 'Elias Valtonen', 'Lauri Markkanen']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/3108/Angola-China,Angola,"['Eduardo Francisco', 'Gerson Goncalves', 'Childe Dundao', 'Jilson Bango', 'Bruno Fernando']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/3108/Angola-China,China,"['Kaier Li', 'Rui Zhao', 'Qi Zhou', 'Hao Fu', 'Zhenlin Zhang']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/3108/New-Zealand-Mexico,Nueva Zelanda,"['Reuben Te Rangi', ""Izayah Le'afa"", 'Finn Delany', 'Shea Ili', 'Yannick Wetzell']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/3108/New-Zealand-Mexico,México,"['Fabián Jaimes', 'Paul Stoll', 'Pako Cruz', 'Gabriel Girón', 'Joshua Ibarra']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/3108/Cote-d-Ivoire-Lebanon,Costa de Marfil,"['Bazoumana Koné', 'Amadou Sidibe', 'Maxence Dadiet', 'Cédric Bah', 'Jean Philippe Dally']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/3108/Cote-d-Ivoire-Lebanon,Líbano,"['Omari Rasulala Spellman', 'Karim Zeinoun', 'Sergio El Darwich', 'Ali Haidar', 'Ali Mezher']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/3108/Japón-Venezuela,Japón,"['Yuki Kawamura', 'Makoto Hiejima', 'Yuta Watanabe', 'Yudai Baba', 'Joshua Hawkinson']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/3108/Japón-Venezuela,Venezuela,"['Garly Sojo', 'David Cubillan', 'Windi Graterol', 'Heissler Guillent', 'Nestor Colmenares']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/3108/Sudán-del-Sur-Filipinas,Sudán del Sur,"['Nuni Omot', 'Carlik Jones', 'Kuany Ngor Kuany', 'Marial Shayok', 'Wenyen Gabriel']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/3108/Sudán-del-Sur-Filipinas,Filipinas,"['Jordan Clarkson', 'Rhenz Abando', 'Dwight Ramos', 'Japeth Aguilar', 'Ariel John Edu']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/3108/Egypt-Jordan,Egipto,"['Amr Zahran', 'Ehab Amin', 'Adam Moussa', 'Patrick Gardner', 'Assem Marei']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/3108/Egypt-Jordan,Jordania,"['Amin Abu Hawwas', 'Freddy Ibrahim', 'Sami Bzai', 'Rondae Hollis Jefferson', 'Ahmad Dwairi']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/3108/France-Iran,Francia,"['Guerschon Yabusele', 'Evan Fournier', 'Nando De Colo', 'Rudy Gobert', 'Isaia Cordinier']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/3108/France-Iran,Irán,"['Mohammad Amini', 'Behnam Yakhchali', 'Piter Girgoorian', 'Arsalan Kazemi', 'Hasan Aliakbari']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/0109/Serbia-Italy,Serbia,"['Nikola Jovic', 'Bogdan Bogdanovic', 'Ognjen Dobric', 'Stefan Jovic', 'Nikola Milutinov']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/0109/Serbia-Italy,Italia,"['Marco Spissu', 'Stefano Tonut', 'Nicolo Melli', 'Simone Fontecchio', 'Achille Polonara']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/0109/Alemania-Georgia,Alemania,"['Isaac Bonga', 'Johannes Voigtmann', 'Daniel Theis', 'Dennis Schroder', 'Andreas Obst']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/0109/Alemania-Georgia,Georgia,"['Rati Andronikashvili', 'Duda Sanadze', 'Tornike Shengelia', 'Thaddus McFadden', 'Goga Bitadze']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/0109/USA-Montenegro,USA,"['Mikal Bridges', 'Anthony Edwards', 'Jalen Brunson', 'Josh Hart', 'Jaren Jackson Jr']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/0109/USA-Montenegro,Montenegro,"['Nikola Vucevic', 'Dino Radoncic', 'Marko Simonovic', 'Petar Popovic', 'Kendrick Perry']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/0109/España-Letonia,España,"['Alberto Diaz', 'Victor Claver', 'Willy Hernangomez', 'Sergio Llull', 'Juancho Hernangomez']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,/es/basketballworldcup/2023/game/0109/España-Letonia,Letonia,"['Rodions Kurucs', 'Dāvis Bertāns', 'Rolands Šmits', 'Artūrs Kurucs', 'Artūrs Žagars']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,/es/basketballworldcup/2023/game/0109/República-Dominicana-Puerto-Rico,República Dominicana,"['Victor Liz', 'Andres Feliz', 'Eloy Vargas', 'LJ Figueroa', 'Karl-Anthony Towns']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
